,Sentiment_Score,Tweet
707,3,"RT @AJEnglish: ""Donald Trump likes to talk. Or perhaps to be more accurate, he likes people to listen"" https://t.co/ZHdcrmWOMo https://t.co…"
708,1,"RT @FrankLuntz: Trump had the top 3 most-talked-about #GOPDebate moments, and 35% of debate conversation on Twitter.

https://t.co/jzqmD6WU…"
709,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/6NXgKwh9la
710,-4,RT @tyriquex: Bernie Sanders explaining what's so dangerous about Donald Trump running for president. https://t.co/W7PnfbFduN
711,0,RT @thehill: Poll: More people would vote for Darth Vader than Donald Trump https://t.co/CJGY8ii1ZK https://t.co/mm6EyQ7YWe
712,-2,"RT @guardian: Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai https://t.co/RIZHgc4ztL"
713,-1,RT @BlissTabitha: Donald Trump Squashes Jeb Bush Like a Bug at CNN Debate - YouTube https://t.co/uVzopdovm3
714,-1,Somebody shoot that Donald Trump cunt! Geez!
715,-2,"RT @guardian: Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai https://t.co/RIZHgc4ztL"
716,-1,"Depat Capres Republik, Donald Trump Vs Jeb Bush Soal ISIS: Seluruh kandidat punya… https://t.co/YgHhog6wsP #wanita"
717,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/kCN1LLSeRA
718,1,The current state of affairs on Earth looks like a scene from a cheesy B movie.  And the main actor of this cheesy B movie is Donald Trump.
719,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/s3dOVVR9F6
720,-4,RT @tyriquex: Bernie Sanders explaining what's so dangerous about Donald Trump running for president. https://t.co/W7PnfbFduN
721,-2,BBCWorld : Malala Yousafzai condemns Donald Trump's call to ban Muslims from entering US https://t.co/mjihmpko67 … https://t.co/l5iY7Yen57
722,-2,"RT @guardian: Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai https://t.co/RIZHgc4ztL"
723,1,"""Donald Trump gets schooled on foreign policy in debate https://t.co/yPMAq0UfJb https://t.co/gqpcscPGBO"""
724,1,RT @jxckhy: When you support Donald Trump and haven't tweeted about Muslims or guns for 5 minutes https://t.co/p289Iq2cLp
725,1,"RT @kcmoore51: *plays with Donald Trump's luxurious hair*

#BT140"
726,2,RT @TheDailyShow: A quick candidate refresher: Donald Trump #GOPDebate https://t.co/kksyJJJYUT
727,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/oP9GCMKCLY
728,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/uLK7ZV6Ns5
729,0,"When Donald #Trump gets flustered, his facial expression is similar to that of a man getting a rectal exam."
730,-2,"RT @AsYouNotWish: Mo: Is Donald Trump right about closing borders for Moslems?

Me: Yes. Next question please.

Mo: https://t.co/qRLdWYIjaL"
731,-3,RT @bananagrvyrd: Autocorrect knowing Donald Trump's name is the reason I have trust issues.
732,-2,RT @BET: Donald Trump Supporters Call for Black Protester to Be Burned https://t.co/pgLoHdSHex https://t.co/YLsdptBwC9
733,1,"I like the way Donald Trump says Muslims lol, it more sounds like mooslims ???"
734,3,"RT @lovelive_txt: who would be a better president
rt for nico yazawa
fav for donald trump http://t.co/QrtNcqTL3J"
735,-1,RT @BlissTabitha: Donald Trump Squashes Jeb Bush Like a Bug at CNN Debate - YouTube https://t.co/uVzopdovm3
736,0,RT @CNNPolitics: .@realDonaldTrump pledges his allegiance to the GOP and rules out an independent bid https://t.co/Y8eFCSiDgR https://t.co/…
737,1,"RT @DJKhaledSpeaks: Who do you want as your next president?

RT - DJ Khaled
LIKE - Donald Trump https://t.co/Fdc1YwvqLz"
738,0,"Update: Donald trump and his family has been and still are giant pieces of shit. 
that is all"
739,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/XDgEJkMeJz
740,1,RT @itsmechadking: The only thing I would ever support Donald Trump on is his dropping out of the presidential race. #TrumpIsDisqualifiedPa…
741,4,RT @BetteMidler: So excited about the plan to end global warming! Did you hear? The first step is to stop all the hot air coming out of Don…
742,-3,"RT @HuffingtonPost: Malala warns that politicians like Donald Trump will ""radicalize more terrorists"" https://t.co/pUrLijf6JY https://t.co/…"
743,0,"RT @nytvideo: Key moments from Tuesday's Republican debate in Las Vegas. https://t.co/jK3uHKiPqN
https://t.co/GZANmXSDbA"
744,-2,"RT @intifada: Donald Trump, anti-Muslim hysteria and the hypocrites who enabled his rise | @RaniaKhalek https://t.co/idSaKJ1A94 https://t.c…"
745,-1,"RT @terranceluvsme: Donald trump: I hate country music
Me: http://t.co/uxdIpo6bpR"
746,-1,RT @benshapiro: It's as if Jeb Bush was born simply so that Donald Trump could beat the living hell out of him on national television.
747,-1,"Republicans reject Donald Trump’s Muslim ban, but not Donald Trump https://t.co/2XMlfdmjHi"
748,0,RT @thehill: Poll: More people would vote for Darth Vader than Donald Trump https://t.co/CJGY8ii1ZK https://t.co/mm6EyQ7YWe
749,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
750,0,"RT @nytvideo: Key moments from Tuesday's Republican debate in Las Vegas. https://t.co/jK3uHKiPqN
https://t.co/GZANmXSDbA"
751,-2,"RT @guardian: Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai https://t.co/RIZHgc4ztL"
752,0,"RT @jothornely: What if Jon Snow lives, but just to try out Donald Trump's policies on the Night's Watch as a kind of focus group"
753,-2,RT @BBCWorld: Malala Yousafzai condemns Donald Trump's call to ban Muslims from entering US https://t.co/HcEW8ZVECw https://t.co/yXHBXxT6W9
754,-2,People who think reverse racism is a thing... The hatred towards Muslims. Donald Trump &amp;  Ben Carson. #LeaveItIn2015
755,-4,RT @tyriquex: Bernie Sanders explaining what's so dangerous about Donald Trump running for president. https://t.co/W7PnfbFduN
756,-1,Muhammad Alí se le plantó a #DonaldTrump https://t.co/JfYbgmAdQA https://t.co/cbd0zq6faU (vía @OvacionVE)
757,1,"RT @DJKhaledKnows: Who do you want as your president?
RT - DJ Khaled
FAV - Donald Trump https://t.co/Qi7Wqrh6Jw"
758,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/NT8cf243ko
759,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/6SpzuX8iAK
760,0,RT @macha3la: I'm so over Donald Trump.
761,-2,RT @BBCWorld: Malala Yousafzai condemns Donald Trump's call to ban Muslims from entering US https://t.co/HcEW8ZVECw https://t.co/yXHBXxT6W9
762,1,Donald Trump's doctor claims he would be 'healthiest individual ever elected to the presidency' https://t.co/T16Ie6deEc via @mashable
763,-1,"Donald Trump and His Hair Oppose Offshore Wind Farm, Saying It Ruins View from his Golf Course’s Despoiled Land https://t.co/bVkWwPfc2i via"
764,-4,RT @tyriquex: Bernie Sanders explaining what's so dangerous about Donald Trump running for president. https://t.co/W7PnfbFduN
765,3,"RT @AJEnglish: ""Donald Trump likes to talk. Or perhaps to be more accurate, he likes people to listen"" https://t.co/ZHdcrmWOMo https://t.co…"
766,3,"RT @lovelive_txt: who would be a better president
rt for nico yazawa
fav for donald trump http://t.co/QrtNcqTL3J"
767,2,RT @TheDailyShow: A quick candidate refresher: Donald Trump #GOPDebate https://t.co/kksyJJJYUT
768,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/RlmAP8yRu3
769,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/eHsy8GP3lg
770,2,"RT @ABC: Cruz on securing the border: ""We will build a wall that works. And I'll get Donald Trump to pay for it."" #GOPDebate https://t.co/F…"
771,-2,"RT @coopah: Jeb Bush wakes up and fires back at Donald Trump, you're a 'chaos candidate'
https://t.co/XdXQJTc89m https://t.co/XbpLG70J93"
772,-1,"Trump Pledges to Stick to Republicans, Rules Out Independent Run: US billionaire Donald Trump said he was comm... https://t.co/ybKXrLH9vF"
773,-4,RT @tyriquex: Bernie Sanders explaining what's so dangerous about Donald Trump running for president. https://t.co/W7PnfbFduN
774,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
775,3,RT @ortuist: *patiently waits for donald trump to be revealed as marina abramovic's longest-running piece of performance art*
776,-1,Joven inmigrante 'abofeteó' sutilmente al multimillonario Donald Trump https://t.co/w7nINzcsAj via @ActualidadRT
777,-1,"RT @KazmierskiR: Donald J. Trump, will be the United States 45'th President!!!  Write it down..:D https://t.co/SekWfdNsqU"
778,0,Is the popularity of Donald Trump the suicide note of the Republican Party as we know it?
779,1,When you're trying to grow your hair out and realize you look like Donald Trump in a wind storm. #longhairedhippie https://t.co/36ox6DNEcn
780,-1,RT @RayawnieParis: @_Jaire_  jeb bush is pissing Donald trump off so much and I'm loving it
781,0,RT @saxhoe: donald trump: make america a fascist ran country by eliminating all rights of the american people https://t.co/IZdx33l1UR
782,3,"RT @lovelive_txt: who would be a better president
rt for nico yazawa
fav for donald trump http://t.co/QrtNcqTL3J"
783,0,"""Donald Trump gets schooled on foreign policy in debate https://t.co/wQbsrSmg4i https://t.co/am3PtSsIgJ"""
784,3,"RT @lovelive_txt: who would be a better president
rt for nico yazawa
fav for donald trump http://t.co/QrtNcqTL3J"
785,-1,Republican debate: Rubio and Cruz vie to eclipse 'chaos candidate' Trump https://t.co/KnMwjAkpXZ
786,-2,"Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai https://t.co/DkbweWglcm"
787,1,"Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai: Nobel prize winner and girls’ ... https://t.co/L7ho3WxPLR"
788,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/PWI1tZjwAG
789,0,Franck Underwood ferai un bien meilleur président que Donald Trump #HouseofCards
790,2,RT @facists4trump: #RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/WLURjLguJF
791,-2,"RT @guardian: Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai https://t.co/RIZHgc4ztL"
792,-1,"Depat Capres Republik, Donald Trump Vs Jeb Bush Soal ISIS: Seluruh kandidat punya cara jitu… https://t.co/ekG9dT1g6F"
793,-2,Donald Trump is that kid on Xbox live that would shout racist slurs in his microphone in the group chat just to get a response
794,-5,RT @ImranKhanPTI: We have serious concerns over growing anti-Islam rhetoric from US/EU political forces. Most absurd &amp; ill-informed are Don…
795,3,"AJEnglish : ""Donald Trump likes to talk. Or perhaps to be more accurate, he likes people t… https://t.co/RtcyTxlSrH) https://t.co/Mg4nPsl68t"
796,1,"So Donald Trump is right in his demand?? NO WAYYYYY, he is not nor these people are  https://t.co/1rjVbx2nfn"
797,-4,RT @tyriquex: Bernie Sanders explaining what's so dangerous about Donald Trump running for president. https://t.co/W7PnfbFduN
798,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/86LoDZokOt
799,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/dQcsPwjw45
800,0,Trump defends call for banning Muslims from United States https://t.co/lzaslYKpo4 https://t.co/h4dJ4mOlSy
801,-2,"RT @guardian: Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai https://t.co/RIZHgc4ztL"
802,-1,RT @benshapiro: It's as if Jeb Bush was born simply so that Donald Trump could beat the living hell out of him on national television.
803,1,"RT @DJKhaledSpeaks: Who do you want as your next president?

RT - DJ Khaled
LIKE - Donald Trump https://t.co/Fdc1YwvqLz"
804,-4,RT @tyriquex: Bernie Sanders explaining what's so dangerous about Donald Trump running for president. https://t.co/W7PnfbFduN
805,-2,"""I would certainly be open to closing areas where we are at war with somebody,"" Trump said in response to a questi… https://t.co/YoisYsDUIk"
806,1,"Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai: Nobel prize winner and girls’ ... https://t.co/pm0pEWkRBR"
807,0,RT @blewthebigone: Retweet if you are 100 PERCENT voting for Donald Trump
808,-4,RT @MacMiller: Just don't forget about the ridiculously large amount of humans who are down to have Donald Trump be present. There is work …
809,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/CLZAW02DE1
810,-4,RT @tyriquex: Bernie Sanders explaining what's so dangerous about Donald Trump running for president. https://t.co/W7PnfbFduN
811,0,"RT @nytvideo: Key moments from Tuesday's Republican debate in Las Vegas. https://t.co/jK3uHKiPqN
https://t.co/GZANmXSDbA"
812,-4,RT @tyriquex: Bernie Sanders explaining what's so dangerous about Donald Trump running for president. https://t.co/W7PnfbFduN
813,1,Donald Trump sometimes sounds like Bobby Newport from Parks &amp; Rec. #GOPDebate
814,-2,"Top #News:
Malala Yousafzai condemns Donald Trump's call to ban Muslims from entering #UnitedStates. https://t.co/liK1fq8LNM"
815,0,"@a_williams_21 said she was voting for Donald Trump ....

#Eh"
816,-2,RT @YourBoyAustin_: The worst thing about Donald Trump running for president is people are actually going to vote for him...
817,-5,"RT @FrankLuntz: Rand Paul just lost to Donald Trump, as well.

Every candidate who attacks Trump fails with my focus group.  #GOPDebate"
818,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/q5Rp1NneIF
819,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/fcWihcIcxw
820,0,speaking of time how much longer until we deport Donald Trump back to the sewers where he belongs
821,-4,RT @tyriquex: Bernie Sanders explaining what's so dangerous about Donald Trump running for president. https://t.co/W7PnfbFduN
822,-1,RT @BBCNorthEast: BBC Scotland N East Trump stripped of university degree: Donald Trump is stripped of his honorary degree by a ... https:/…
823,0,"RT @bpolitics: Donald Trump, not having it https://t.co/Wh7Z9Ls2VB #GOPDebate https://t.co/vpRDHpZwjk"
824,-1,"RT @vdare: Donald Trump a fascist? No, it's just White America finally hitting BACK - https://t.co/Rr2rMUVNAw #GOPDebate https://t.co/rK5PW…"
825,0,"RT @sageboggs: jeb bush: donald trump should not be president
donald trump: jeb bush should not be president
ben carson: my best friend is …"
826,-1,RT @BlissTabitha: Donald Trump Squashes Jeb Bush Like a Bug at CNN Debate - YouTube https://t.co/uVzopdovm3
827,-2,"RT @lesoir: Donald #Trump réitère sa volonté d’interdire l’entrée des musulmans aux États-Unis
https://t.co/Nwlu5paBQw https://t.co/AD8qv8H…"
828,0,"Donald Trump, CIA https://t.co/6oW8D4YSsV via @imgur"
829,1,"RT @FrankLuntz: Trump had the top 3 most-talked-about #GOPDebate moments, and 35% of debate conversation on Twitter.

https://t.co/jzqmD6WU…"
830,2,"RT @BCAppelbaum: ""Nothing works in this country"" Donald Trump tells an audience of well-fed people in large homes watching on high-definiti…"
831,-1,RT @ConceptGrp: JUST IN: Cruz defends Trump: ‘I understand why’ Donald made Muslim ban proposal https://t.co/GGWNoRk4uV https://t.co/711GFo…
832,-1,Jeb Bush Rips into Donald Trump at Final GOP Debate of 2015: 'He'd Be a Chaos President' https://t.co/d0tRYsbq1A
833,-2,RT @geopolytica: La propuesta de Donald Trump de limitar internet causó revuelo entre los aspirantes republicanos https://t.co/FDxI5AuoY6 v…
834,0,More Hate... https://t.co/Q7ab2Rp8Dv
835,-2,RT @BBCWorld: Malala Yousafzai condemns Donald Trump's call to ban Muslims from entering US https://t.co/HcEW8ZVECw https://t.co/yXHBXxT6W9
836,2,"RT @ConceptGrp: Donald Trump: ""I was blessed with a very good brain"" https://t.co/1WWpzjj2Nn https://t.co/UY6kiwUqGW"
837,0,"RT @sageboggs: jeb bush: donald trump should not be president
donald trump: jeb bush should not be president
ben carson: my best friend is …"
838,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/nXwrLQ6KSJ
839,1,The current state of affairs on Earth looks like a scene from a cheesy B movie.  And the main actor of this cheesy B movie is Donald Trump.
840,-2,VIDEO: Sparks fly in US Republican debate: Donald Trump and his Republican presidential candidacy rivals... https://t.co/hU6x4YUMo6 #news
841,-1,"Retweeted Southern Lesbians (@_SouthernAnon_):

I really hope people aren't dumb enough to vote for Donald Trump"
842,2,"RT @BCAppelbaum: ""Nothing works in this country"" Donald Trump tells an audience of well-fed people in large homes watching on high-definiti…"
843,4,RT @pentimentoNY: Donald Trump's favorite Brand New record is Daisy and that's honestly enough of a reason to vote for Bernie Sanders.
844,3,RT @induct: these pictures of donald trump accurately depict his political views http://t.co/SMM6A1oupt
845,1,"Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai: Nobel prize winner and girls’ ... https://t.co/S3aPyzKNdN"
846,-2,"RT @guardian: Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai https://t.co/RIZHgc4ztL"
847,3,"RT @lovelive_txt: who would be a better president
rt for nico yazawa
fav for donald trump http://t.co/QrtNcqTL3J"
848,0,Tom Brady -- I Still Support Donald Trump ... 'He's a Good Friend' https://t.co/rQ1yWN59Pl
849,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/uLK7ZV6Ns5
850,-3,RT @Trollin4Liberty: @nevatticus you missed Donald Trump dodging questions by stroking his own ego. It was fucking amazing. @LazyAssedKillah
851,0,"Rusuh sidang milih pimpinan dpr yang sampe pagi itu loh, ceu popong. Ketemu Donald Trump. Sekarang puncaknya. LAWAN!"
852,-1,"RT @ILYAAS_XVII: Who's more presidential? 
RT - DJ Khalid 
Fav - Donald Trump https://t.co/T9VIYcOZIq"
853,-1,"RT @sierraclub: Did Donald Trump just call global warming ""inconceivable?"" #GOPDebate https://t.co/hW10EmN3m7"
854,0,RT @CNNPolitics: .@realDonaldTrump pledges his allegiance to the GOP and rules out an independent bid https://t.co/Y8eFCSiDgR https://t.co/…
855,-1,"Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai: Nobel prize wi... https://t.co/dzxZoIV9Bk via @josephjett"
856,1,"RT @kcmoore51: *plays with Donald Trump's luxurious hair*

#BT140"
857,-4,RT @tyriquex: Bernie Sanders explaining what's so dangerous about Donald Trump running for president. https://t.co/W7PnfbFduN
858,0,What if Donald Trump is just a particularly dank meme?
859,0,"Update: Donald trump and his family has been and still are giant pieces of shit. 
that is all"
860,0,Jeb Bush califica a Donald Trump como el 'candidato del caos' https://t.co/VxDn3Kzr9V https://t.co/HyzuUxc57A
861,-2,"Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai https://t.co/T1NPgrr91w"
862,-4,RT @tyriquex: Bernie Sanders explaining what's so dangerous about Donald Trump running for president. https://t.co/W7PnfbFduN
863,1,@NunButSteez smh they the reason donald trump wants to send me back
864,0,RT @RichardJMurphy: Republican debate https://t.co/ePCP6V1sEL My problem is wondering how anyone came up with this list of candidates
865,0,Donald Trump seeks shutting down Internet in IS-controlled areas https://t.co/Ulca1grueS https://t.co/lyFFBL4OiH
866,-1,RT @BlissTabitha: Donald Trump Squashes Jeb Bush Like a Bug at CNN Debate - YouTube https://t.co/uVzopdovm3
867,-1,"Depat Capres Republik, Donald Trump Vs Jeb Bush Soal ISIS: Seluruh kandidat punya… https://t.co/YgHhog6wsP #wanita"
868,3,"RT @AJEnglish: ""Donald Trump likes to talk. Or perhaps to be more accurate, he likes people to listen"" https://t.co/ZHdcrmWOMo https://t.co…"
869,0,RT @thehill: Poll: More people would vote for Darth Vader than Donald Trump https://t.co/CJGY8ii1ZK https://t.co/mm6EyQ7YWe
870,-2,"RT @guardian: Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai https://t.co/RIZHgc4ztL"
871,-2,RT @BBCWorld: Malala Yousafzai condemns Donald Trump's call to ban Muslims from entering US https://t.co/HcEW8ZVECw https://t.co/yXHBXxT6W9
872,-2,RT @BBCWorld: Malala Yousafzai condemns Donald Trump's call to ban Muslims from entering US https://t.co/HcEW8ZVECw https://t.co/yXHBXxT6W9
873,0,RT @CNNPolitics: .@realDonaldTrump pledges his allegiance to the GOP and rules out an independent bid https://t.co/Y8eFCSiDgR https://t.co/…
874,-4,RT @tyriquex: Bernie Sanders explaining what's so dangerous about Donald Trump running for president. https://t.co/W7PnfbFduN
875,2,"Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai: Nobel prize winner and girls’ education advocate, who..."
876,-1,"RT @terranceluvsme: Donald trump: I hate country music
Me: http://t.co/uxdIpo6bpR"
877,2,RT @TheDailyShow: A quick candidate refresher: Donald Trump #GOPDebate https://t.co/kksyJJJYUT
878,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/kCN1LLSeRA
879,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/NT8cf243ko
880,0,Malala Shuts Down Donald Trump In The Most Elegant Way Possible https://t.co/A96tiOXllV #news https://t.co/aphnr77xu7
881,-1,RT @_SouthernAnon_: I really hope people aren't dumb enough to vote for Donald Trump
882,1,SeriesBlogTV: #HouseofCards S4 : #FrankUnderwood face à #DonaldTrump en 2016 ? https://t.co/DkU95PdpS5 #Netflix https://t.co/UFprPBIYCD
883,0,"Depat Capres Republik, Donald Trump Vs Jeb Bush Soal ISIS https://t.co/7IsWMoWNBk"
884,-1,"RT @ILYAAS_XVII: Who's more presidential? 
RT - DJ Khalid 
Fav - Donald Trump https://t.co/T9VIYcOZIq"
885,2,"Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai: Nobel prize winner and girls’ education advocate, who..."
886,-4,RT @tyriquex: Bernie Sanders explaining what's so dangerous about Donald Trump running for president. https://t.co/W7PnfbFduN
887,0,RT @CNNPolitics: .@realDonaldTrump pledges his allegiance to the GOP and rules out an independent bid https://t.co/Y8eFCSiDgR https://t.co/…
888,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/oP9GCMKCLY
889,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/RlmAP8yRu3
890,-1,#Heartchz Donald Trump bicara soal penutupan akses internet demi hentikan aksi ISIS saat debat kandidat ca...... https://t.co/EkaXeVE4YQ
891,-2,RT @BBCWorld: Malala Yousafzai condemns Donald Trump's call to ban Muslims from entering US https://t.co/HcEW8ZVECw https://t.co/yXHBXxT6W9
892,-5,"*Calls lefties autistic reptilians living in Disneyland*

*Proceeds to violently fume over criticism of Donald Trump*

Okay m8."
893,0,RT @CNNPolitics: .@realDonaldTrump pledges his allegiance to the GOP and rules out an independent bid https://t.co/Y8eFCSiDgR https://t.co/…
894,3,"RT @lovelive_txt: who would be a better president
rt for nico yazawa
fav for donald trump http://t.co/QrtNcqTL3J"
895,1,"Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai: Nobel prize winner and g... https://t.co/5wFVZLU5Ao (GUA)"
896,3,"RT @AJEnglish: ""Donald Trump likes to talk. Or perhaps to be more accurate, he likes people to listen"" https://t.co/ZHdcrmWOMo https://t.co…"
897,-1,RT @benshapiro: It's as if Jeb Bush was born simply so that Donald Trump could beat the living hell out of him on national television.
898,1,"RT @DJKhaledSpeaks: Who do you want as your next president?

RT - DJ Khaled
LIKE - Donald Trump https://t.co/Fdc1YwvqLz"
899,0,Is the popularity of Donald Trump the suicide note of the Republican Party as we know it?
900,-2,"Jeb Bush, sobre Donald Trump: ""Es muy bueno con los titulares, pero sería el presidente del caos"" https://t.co/qsR59l098L"
901,-2,"RT @guardian: Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai https://t.co/RIZHgc4ztL"
902,0,RT @AnonyOps: #GOPDebate: Donal Trump wants to “penetrate” the internet. I feel violated already :/ https://t.co/fxnuTczlir https://t.co/lm…
903,-1,RT @TIME: Donald Trump wants to close off parts of the internet #GOPdebate https://t.co/3nKTR6nKCM https://t.co/A5E44z2jWn
904,1,Ragging on the prequels is like ragging on Donald Trump. Everyone already knows they suck.
905,-1,Republican debate: Rubio and Cruz vie to eclipse 'chaos candidate' Trump - https://t.co/zHm2OYmRn9
906,3,RT @ortuist: *patiently waits for donald trump to be revealed as marina abramovic's longest-running piece of performance art*
907,-1,Muhammad Alí se le plantó a #DonaldTrump https://t.co/JfYbgmAdQA https://t.co/cbd0zq6faU (vía @OvacionVE)
908,-1,"Republicans reject Donald Trump’s Muslim ban, but not Donald Trump https://t.co/2XMlfdmjHi"
909,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/PWI1tZjwAG
910,0,RT @TheRReport: Why not to worry about Donald Trump...yet -- His base of support really isn't that yooge. https://t.co/Zcox5ViYim
911,-1,"RT @spooney35: (?`_´) Donald Trump Really Doesn’t Want Me to Tell U This, But …
#Playboy magazine https://t.co/oK6RxVEGIH @cspanwj https://…"
912,0,RT @TRobinsonNewEra: https://t.co/FBBxw2IlOM Trump is right!’ Police say parts of Britain ARE no-go areas due to ISIS radicalisation
913,0,RT @TIME: Hillary Clinton doesn't think Donald Trump is funny anymore https://t.co/NYZJLqPTrS
914,-2,VIDEO: Sparks fly in US Republican debate: Donald Trump and his Republican presidential candidacy rivals spar ... https://t.co/H6KLnd5rTI
915,-2,"RT @guardian: Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai https://t.co/RIZHgc4ztL"
916,-1,Republican debate: Rubio and Cruz vie to eclipse 'chaos candidate' Trump https://t.co/KnMwjAkpXZ
917,3,"RT @lovelive_txt: who would be a better president
rt for nico yazawa
fav for donald trump http://t.co/QrtNcqTL3J"
918,1,"RT @DJKhaledKnows: Who do you want as your president?
RT - DJ Khaled
FAV - Donald Trump https://t.co/Qi7Wqrh6Jw"
919,1,#RealDonaldTrump is the greatest business mind: https://t.co/jFeDBWohvb https://t.co/86LoDZokOt
920,0,"RT @LindaSuhler: Donald Trump: It's Not About Isolation but About Security
#GOPDebate
#Trump2016
https://t.co/zlOAfuu1I2
#tcot https://t.co…"
921,0,"RT @UberFacts: Donald Trump, age 70, or Bernie Sanders, age 74, would be the oldest person ever to ascend to the presidency."
922,1,"RT @DJKhaledSpeaks: Who do you want as your next president?

RT - DJ Khaled
LIKE - Donald Trump https://t.co/Fdc1YwvqLz"
923,-1,RT @BlissTabitha: Donald Trump Squashes Jeb Bush Like a Bug at CNN Debate - YouTube https://t.co/uVzopdovm3
924,0,"""Donald Trump gets schooled on foreign policy in debate https://t.co/wQbsrSmg4i https://t.co/am3PtSsIgJ https://t.co/lteSu4WMkb"""
925,-1,Republican debate: Rubio and Cruz vie to eclipse 'chaos candidate' Trump: Candidates go head to head on ... https://t.co/xugS62jX8I (GUA)
926,3,"AJEnglish : ""Donald Trump likes to talk. Or perhaps to be more accurate, he likes people t… https://t.co/RtcyTxlSrH) https://t.co/Mg4nPsl68t"
927,-1,Joven inmigrante 'abofeteó' sutilmente al multimillonario Donald Trump https://t.co/w7nINzcsAj via @ActualidadRT
928,2,RT @TheDailyShow: A quick candidate refresher: Donald Trump #GOPDebate https://t.co/kksyJJJYUT
929,-4,RT @MacMiller: Just don't forget about the ridiculously large amount of humans who are down to have Donald Trump be present. There is work …
930,-1,"RT @maknaeIiner: Donald Trump: Breathe if you want me as president 

Me: https://t.co/4zIjepARXh"
931,-4,RT @tyriquex: Bernie Sanders explaining what's so dangerous about Donald Trump running for president. https://t.co/W7PnfbFduN
932,-1,"RT @KazmierskiR: @krauthammer Am extremely disturbed by your negative comments, referencing Donald J. Trump. You are clearly biased against…"
933,-4,RT @MacMiller: Just don't forget about the ridiculously large amount of humans who are down to have Donald Trump be present. There is work …
934,-2,"RT @guardian: Donald Trump's Muslim views 'tragic and full of hatred', says Malala Yousafzai https://t.co/RIZHgc4ztL"
935,1,"""JUST WONT!"" - donald trump"
936,-2,"""I would certainly be open to closing areas where we are at war with somebody,"" Trump said in response to a questi… https://t.co/YoisYsDUIk"
