,Sentiment_Score,Tweet
650,1,Are Democratic Voters About to Make the Same Mistake Again with Hillary Clinton?  @alternet https://t.co/UXO6KzJxsu
651,0,RT @Sarah__Reynolds: Hillary Clinton Is Whitewashing the Financial Catastrophe https://t.co/Cb441PCeqy Anything to deflect from Bill's #Gla…
652,0,RT @Sarah__Reynolds: Hillary Clinton Is Whitewashing the Financial Catastrophe https://t.co/Cb441PCeqy Anything to deflect from Bill's #Gla…
653,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
654,1,"RT @TheBriefing2016: .@HillaryClinton made women's rights an international priority, working to end sexual violence and trafficking (4/4) h…"
655,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
656,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
657,-1,"Hillary Clinton wants to double down on a failed foreign policy. @JebBush #NoHillary2016 
#NoMoreClintons #NoIranDeal #StopIran #NoMore"
658,-3,I like Hillary on the Muslims and the gun control issues... https://t.co/TEKRxLrSTP
659,1,"RT @da_wessel: How @HillaryClinton pre-butted the #GOPdebate - with ""serious"" and ""sophisticated"" policy proposals https://t.co/L3o9tRcXsq"
660,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
661,3,He's right again!&gt;  Donald Trump says Hillary “Killed Hundreds of Thousands… w/her Stupidity”!  https://t.co/qkc4dqlQt1 @GeorgeWill
662,3,He's right again!&gt;  Donald Trump says Hillary “Killed Hundreds of Thousands… w/her Stupidity”!  https://t.co/qkc4dqlQt1 @GeorgeWill
663,0,RT @Sarah__Reynolds: Hillary Clinton Is Whitewashing the Financial Catastrophe https://t.co/Cb441PCeqy Anything to deflect from Bill's #Gla…
664,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
665,1,"RT @TheBriefing2016: .@HillaryClinton made women's rights an international priority, working to end sexual violence and trafficking (4/4) h…"
666,1,"RT @TheBriefing2016: .@HillaryClinton made women's rights an international priority, working to end sexual violence and trafficking (4/4) h…"
667,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
668,-1,"Hillary Clinton wants to double down on a failed foreign policy. @JebBush #NoHillary2016 
#NoMoreClintons #NoIranDeal #StopIran #NoMore"
669,0,"Hillary Clinton’s Renewable Energy Plans are Good News for Solar Power
 https://t.co/FjvqI0sw6J #Solar #Renewables"
670,1,RT @WashTimes: #HillaryClinton misled Congress on #BoweBergdahl swap: https://t.co/Lq8kL5xlPb
671,1,Are Democratic Voters About to Make the Same Mistake Again with Hillary Clinton?  @alternet https://t.co/UXO6KzJxsu
672,1,Are Democratic Voters About to Make the Same Mistake Again with Hillary Clinton?  @alternet https://t.co/UXO6KzJxsu
673,3,He's right again!&gt;  Donald Trump says Hillary “Killed Hundreds of Thousands… w/her Stupidity”!  https://t.co/qkc4dqlQt1 @GeorgeWill
674,-4,Obama and Hillary Clinton are terrorist and no one cares!!! Special kinda stupid we have in Washington.
675,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
676,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
677,1,"RT @TheBriefing2016: .@HillaryClinton made women's rights an international priority, working to end sexual violence and trafficking (4/4) h…"
678,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
679,-2,RT @donnabrazile: Bottom line from #GOPDebate. The root of every problem in this country boils down to Barack Obama. And Hillary Clinton. O…
680,-1,RT @ldbrillante: Wall St Interests Are Not Only Hillary Clinton's Top Donors; They RUN Her Entire campaign  https://t.co/VaPoJDnRCr https:/…
681,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
682,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
683,1,Are Democratic Voters About to Make the Same Mistake Again with Hillary Clinton?  @alternet https://t.co/UXO6KzJxsu
684,0,Hillary Clinton Oversaw US Arms Deals to Clinton Foundation Donors | Mother Jones https://t.co/HKMGSeVeda
685,-4,Obama and Hillary Clinton are terrorist and no one cares!!! Special kinda stupid we have in Washington.
686,-4,Obama and Hillary Clinton are terrorist and no one cares!!! Special kinda stupid we have in Washington.
687,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
688,1,"RT @TheBriefing2016: .@HillaryClinton made women's rights an international priority, working to end sexual violence and trafficking (4/4) h…"
689,1,Xchatlive Politics: Clinton outlines plan to stop ISIS from recruiting online https://t.co/dttzNgOLJA
690,1,"RT @itsnateglovy: Ted Cruz: ""Who has the experience, vision, and judgement needed to serve as Commander-in-Chief?""

The Nation: Hillary Cli…"
691,1,RT @WashTimes: #HillaryClinton misled Congress on #BoweBergdahl swap: https://t.co/Lq8kL5xlPb
692,1,RT @WashTimes: #HillaryClinton misled Congress on #BoweBergdahl swap: https://t.co/Lq8kL5xlPb
693,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
694,-4,RT @DailyCaller: Hillary Clinton Still Refuses To Call San Bernardino Killers ‘Terrorists [VIDEO] https://t.co/0LSMlB0pEf https://t.co/owQN…
695,0,Hillary Clinton Oversaw US Arms Deals to Clinton Foundation Donors | Mother Jones https://t.co/HKMGSeVeda
696,0,Hillary Clinton Oversaw US Arms Deals to Clinton Foundation Donors | Mother Jones https://t.co/HKMGSeVeda
697,-4,Obama and Hillary Clinton are terrorist and no one cares!!! Special kinda stupid we have in Washington.
698,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
699,-3,I like Hillary on the Muslims and the gun control issues... https://t.co/TEKRxLrSTP
700,0,Hillary Clinton tones down her approach to the leading G.O.P. contender as her party is forced to consider the roots of his appeal to many.
701,-1,RT @ldbrillante: Wall St Interests Are Not Only Hillary Clinton's Top Donors; They RUN Her Entire campaign  https://t.co/VaPoJDnRCr https:/…
702,-1,RT @ldbrillante: Wall St Interests Are Not Only Hillary Clinton's Top Donors; They RUN Her Entire campaign  https://t.co/VaPoJDnRCr https:/…
703,1,RT @WashTimes: #HillaryClinton misled Congress on #BoweBergdahl swap: https://t.co/Lq8kL5xlPb
704,0,RT @BuzzFeedBen: So snapchat political ads are going to be a real thing https://t.co/wa8Jvp3lq7
705,-4,RT @DailyCaller: Hillary Clinton Still Refuses To Call San Bernardino Killers ‘Terrorists [VIDEO] https://t.co/0LSMlB0pEf https://t.co/owQN…
706,-4,RT @DailyCaller: Hillary Clinton Still Refuses To Call San Bernardino Killers ‘Terrorists [VIDEO] https://t.co/0LSMlB0pEf https://t.co/owQN…
707,0,Hillary Clinton Oversaw US Arms Deals to Clinton Foundation Donors | Mother Jones https://t.co/HKMGSeVeda
708,-4,Obama and Hillary Clinton are terrorist and no one cares!!! Special kinda stupid we have in Washington.
709,-1,"Hillary Clinton wants to double down on a failed foreign policy. @JebBush #NoHillary2016 
#NoMoreClintons #NoIranDeal #StopIran #NoMore"
710,0,Bernie Sanders Will Win The Election? WIU Poll’s 2016 Predictions - Inquisitr News https://t.co/3DJzoeGmG9
711,1,"RT @itsnateglovy: Ted Cruz: ""Who has the experience, vision, and judgement needed to serve as Commander-in-Chief?""

The Nation: Hillary Cli…"
712,1,"RT @itsnateglovy: Ted Cruz: ""Who has the experience, vision, and judgement needed to serve as Commander-in-Chief?""

The Nation: Hillary Cli…"
713,-1,RT @ldbrillante: Wall St Interests Are Not Only Hillary Clinton's Top Donors; They RUN Her Entire campaign  https://t.co/VaPoJDnRCr https:/…
714,-2,Hillary Clinton Assassination Comment Kennedy Obama Shocking https://t.co/3dDsECTCNz via @YouTube
715,0,RT @BuzzFeedBen: So snapchat political ads are going to be a real thing https://t.co/wa8Jvp3lq7
716,0,RT @BuzzFeedBen: So snapchat political ads are going to be a real thing https://t.co/wa8Jvp3lq7
717,-4,RT @DailyCaller: Hillary Clinton Still Refuses To Call San Bernardino Killers ‘Terrorists [VIDEO] https://t.co/0LSMlB0pEf https://t.co/owQN…
718,0,Hillary Clinton Oversaw US Arms Deals to Clinton Foundation Donors | Mother Jones https://t.co/HKMGSeVeda
719,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
720,1,@Salon @AmandaMarcotte It definitely wasn't Hillary Clinton whose policies helped create ISIS.
721,0,Hillary Clinton tones down her approach to the leading G.O.P. contender as her party is forced to consider the roots of his appeal to many.
722,0,Hillary Clinton tones down her approach to the leading G.O.P. contender as her party is forced to consider the roots of his appeal to many.
723,1,"RT @itsnateglovy: Ted Cruz: ""Who has the experience, vision, and judgement needed to serve as Commander-in-Chief?""

The Nation: Hillary Cli…"
724,-2,RT @TroyBlayne: @benshapiro @koolkat14215 Rubio's aligning himself with Hillary Clinton's FP will hurt him so will his weak stance on borde…
725,-2,Hillary Clinton Assassination Comment Kennedy Obama Shocking https://t.co/3dDsECTCNz via @YouTube
726,-2,Hillary Clinton Assassination Comment Kennedy Obama Shocking https://t.co/3dDsECTCNz via @YouTube
727,0,RT @BuzzFeedBen: So snapchat political ads are going to be a real thing https://t.co/wa8Jvp3lq7
728,-4,RT @DailyCaller: Hillary Clinton Still Refuses To Call San Bernardino Killers ‘Terrorists [VIDEO] https://t.co/0LSMlB0pEf https://t.co/owQN…
729,1,"RT @TheBriefing2016: .@HillaryClinton made women's rights an international priority, working to end sexual violence and trafficking (4/4) h…"
730,-1,"Hillary Clinton Asks Tech Companies to Help Thwart ISIS Online, via @nytimes https://t.co/r89BkKl2ph"
731,0,Bernie Sanders Will Win The Election? WIU Poll’s 2016 Predictions - Inquisitr News https://t.co/3DJzoeGmG9
732,0,Bernie Sanders Will Win The Election? WIU Poll’s 2016 Predictions - Inquisitr News https://t.co/3DJzoeGmG9
733,0,Hillary Clinton tones down her approach to the leading G.O.P. contender as her party is forced to consider the roots of his appeal to many.
734,0,RT @gerfingerpoken2: (IBD) Hillary Clinton's Culture Of Corruption May Doom Candidacy https://t.co/wdbMiUYYRf - #IBDeditorials - https://t.…
735,-2,RT @TroyBlayne: @benshapiro @koolkat14215 Rubio's aligning himself with Hillary Clinton's FP will hurt him so will his weak stance on borde…
736,-2,RT @TroyBlayne: @benshapiro @koolkat14215 Rubio's aligning himself with Hillary Clinton's FP will hurt him so will his weak stance on borde…
737,-2,Hillary Clinton Assassination Comment Kennedy Obama Shocking https://t.co/3dDsECTCNz via @YouTube
738,0,RT @BuzzFeedBen: So snapchat political ads are going to be a real thing https://t.co/wa8Jvp3lq7
739,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
740,-1,"RT @ColeMcNeely: Like any good American, I refer to Hillary Clinton as the devil at least once a day."
741,1,@Salon @AmandaMarcotte It definitely wasn't Hillary Clinton whose policies helped create ISIS.
742,1,@Salon @AmandaMarcotte It definitely wasn't Hillary Clinton whose policies helped create ISIS.
743,0,Bernie Sanders Will Win The Election? WIU Poll’s 2016 Predictions - Inquisitr News https://t.co/3DJzoeGmG9
744,2,@TheBatriarchy @jimgeraghty Hillary Clinton helped create ISIS so you must be referring to headphones as the winner.
745,0,RT @gerfingerpoken2: (IBD) Hillary Clinton's Culture Of Corruption May Doom Candidacy https://t.co/wdbMiUYYRf - #IBDeditorials - https://t.…
746,0,RT @gerfingerpoken2: (IBD) Hillary Clinton's Culture Of Corruption May Doom Candidacy https://t.co/wdbMiUYYRf - #IBDeditorials - https://t.…
747,-2,RT @TroyBlayne: @benshapiro @koolkat14215 Rubio's aligning himself with Hillary Clinton's FP will hurt him so will his weak stance on borde…
748,-2,Hillary Clinton Assassination Comment Kennedy Obama Shocking https://t.co/3dDsECTCNz via @YouTube
749,-4,Obama and Hillary Clinton are terrorist and no one cares!!! Special kinda stupid we have in Washington.
750,0,"RT @NumbersUSA: Pataki: No Syrian refugees...Whether it is the 10,000 Obama wants or the 60,000 Hillary Clinton wants.

#GOPdebate"
751,-1,"Hillary Clinton Asks Tech Companies to Help Thwart ISIS Online, via @nytimes https://t.co/r89BkKl2ph"
752,-1,"Hillary Clinton Asks Tech Companies to Help Thwart ISIS Online, via @nytimes https://t.co/r89BkKl2ph"
753,1,@Salon @AmandaMarcotte It definitely wasn't Hillary Clinton whose policies helped create ISIS.
754,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
755,2,@TheBatriarchy @jimgeraghty Hillary Clinton helped create ISIS so you must be referring to headphones as the winner.
756,2,@TheBatriarchy @jimgeraghty Hillary Clinton helped create ISIS so you must be referring to headphones as the winner.
757,0,RT @gerfingerpoken2: (IBD) Hillary Clinton's Culture Of Corruption May Doom Candidacy https://t.co/wdbMiUYYRf - #IBDeditorials - https://t.…
758,-2,RT @TroyBlayne: @benshapiro @koolkat14215 Rubio's aligning himself with Hillary Clinton's FP will hurt him so will his weak stance on borde…
759,0,Hillary Clinton Oversaw US Arms Deals to Clinton Foundation Donors | Mother Jones https://t.co/HKMGSeVeda
760,0,(IBD) Hillary Clinton's Culture Of Corruption May Doom Candidacy https://t.co/wdbMiUYYRf - #IBDeditorials - https://t.co/TqROwj7oJU 20
761,-1,"RT @ColeMcNeely: Like any good American, I refer to Hillary Clinton as the devil at least once a day."
762,-1,"RT @ColeMcNeely: Like any good American, I refer to Hillary Clinton as the devil at least once a day."
763,-1,"Hillary Clinton Asks Tech Companies to Help Thwart ISIS Online, via @nytimes https://t.co/r89BkKl2ph"
764,0,RT @Sarah__Reynolds: Hillary Clinton Is Whitewashing the Financial Catastrophe https://t.co/Cb441PCeqy Anything to deflect from Bill's #Gla…
765,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
766,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
767,2,@TheBatriarchy @jimgeraghty Hillary Clinton helped create ISIS so you must be referring to headphones as the winner.
768,0,RT @gerfingerpoken2: (IBD) Hillary Clinton's Culture Of Corruption May Doom Candidacy https://t.co/wdbMiUYYRf - #IBDeditorials - https://t.…
769,-4,RT @DailyCaller: Hillary Clinton Still Refuses To Call San Bernardino Killers ‘Terrorists [VIDEO] https://t.co/0LSMlB0pEf https://t.co/owQN…
770,2,RT @gerfingerpoken2: (IBD) Will Hillary Get Prosecuted Like David Petraeus? - #IBDeditorials - #PJNET https://t.co/MvDUfvL614 - https://t.c…
771,0,"RT @NumbersUSA: Pataki: No Syrian refugees...Whether it is the 10,000 Obama wants or the 60,000 Hillary Clinton wants.

#GOPdebate"
772,0,"RT @NumbersUSA: Pataki: No Syrian refugees...Whether it is the 10,000 Obama wants or the 60,000 Hillary Clinton wants.

#GOPdebate"
773,-1,"RT @ColeMcNeely: Like any good American, I refer to Hillary Clinton as the devil at least once a day."
774,3,He's right again!&gt;  Donald Trump says Hillary “Killed Hundreds of Thousands… w/her Stupidity”!  https://t.co/qkc4dqlQt1 @GeorgeWill
775,0,RT @Sarah__Reynolds: Hillary Clinton Is Whitewashing the Financial Catastrophe https://t.co/Cb441PCeqy Anything to deflect from Bill's #Gla…
776,0,RT @Sarah__Reynolds: Hillary Clinton Is Whitewashing the Financial Catastrophe https://t.co/Cb441PCeqy Anything to deflect from Bill's #Gla…
777,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
778,2,@TheBatriarchy @jimgeraghty Hillary Clinton helped create ISIS so you must be referring to headphones as the winner.
779,0,RT @BuzzFeedBen: So snapchat political ads are going to be a real thing https://t.co/wa8Jvp3lq7
780,-2,"RT @hautedamn: Hillary Clinton just showed everyone she has NO IDEA what jihad means.

Maybe because it's not a Spanish word? https://t.co/…"
781,0,(IBD) Hillary Clinton's Culture Of Corruption May Doom Candidacy https://t.co/wdbMiUYYRf - #IBDeditorials - https://t.co/TqROwj7oJU 20
782,0,(IBD) Hillary Clinton's Culture Of Corruption May Doom Candidacy https://t.co/wdbMiUYYRf - #IBDeditorials - https://t.co/TqROwj7oJU 20
783,0,"RT @NumbersUSA: Pataki: No Syrian refugees...Whether it is the 10,000 Obama wants or the 60,000 Hillary Clinton wants.

#GOPdebate"
784,1,Are Democratic Voters About to Make the Same Mistake Again with Hillary Clinton?  @alternet https://t.co/UXO6KzJxsu
785,3,He's right again!&gt;  Donald Trump says Hillary “Killed Hundreds of Thousands… w/her Stupidity”!  https://t.co/qkc4dqlQt1 @GeorgeWill
786,3,He's right again!&gt;  Donald Trump says Hillary “Killed Hundreds of Thousands… w/her Stupidity”!  https://t.co/qkc4dqlQt1 @GeorgeWill
787,0,RT @Sarah__Reynolds: Hillary Clinton Is Whitewashing the Financial Catastrophe https://t.co/Cb441PCeqy Anything to deflect from Bill's #Gla…
788,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
789,-2,Hillary Clinton Assassination Comment Kennedy Obama Shocking https://t.co/3dDsECTCNz via @YouTube
790,0,"Exposed: Hillary Clinton's Sex Scandals
 https://t.co/4ThGWe3jaf via @YouTube"
791,2,RT @gerfingerpoken2: (IBD) Will Hillary Get Prosecuted Like David Petraeus? - #IBDeditorials - #PJNET https://t.co/MvDUfvL614 - https://t.c…
792,2,RT @gerfingerpoken2: (IBD) Will Hillary Get Prosecuted Like David Petraeus? - #IBDeditorials - #PJNET https://t.co/MvDUfvL614 - https://t.c…
793,0,(IBD) Hillary Clinton's Culture Of Corruption May Doom Candidacy https://t.co/wdbMiUYYRf - #IBDeditorials - https://t.co/TqROwj7oJU 20
794,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
795,1,Are Democratic Voters About to Make the Same Mistake Again with Hillary Clinton?  @alternet https://t.co/UXO6KzJxsu
796,1,Are Democratic Voters About to Make the Same Mistake Again with Hillary Clinton?  @alternet https://t.co/UXO6KzJxsu
797,3,He's right again!&gt;  Donald Trump says Hillary “Killed Hundreds of Thousands… w/her Stupidity”!  https://t.co/qkc4dqlQt1 @GeorgeWill
798,0,RT @Sarah__Reynolds: Hillary Clinton Is Whitewashing the Financial Catastrophe https://t.co/Cb441PCeqy Anything to deflect from Bill's #Gla…
799,-2,RT @TroyBlayne: @benshapiro @koolkat14215 Rubio's aligning himself with Hillary Clinton's FP will hurt him so will his weak stance on borde…
800,2,I liked a @YouTube video from @fowlershow https://t.co/YuhUMvzbA6 Hillary Clinton Proposes $250 Billion Infrastructure Plan
801,-2,"RT @hautedamn: Hillary Clinton just showed everyone she has NO IDEA what jihad means.

Maybe because it's not a Spanish word? https://t.co/…"
802,-2,"RT @hautedamn: Hillary Clinton just showed everyone she has NO IDEA what jihad means.

Maybe because it's not a Spanish word? https://t.co/…"
803,2,RT @gerfingerpoken2: (IBD) Will Hillary Get Prosecuted Like David Petraeus? - #IBDeditorials - #PJNET https://t.co/MvDUfvL614 - https://t.c…
804,1,RT @WashTimes: #HillaryClinton misled Congress on #BoweBergdahl swap: https://t.co/Lq8kL5xlPb
805,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
806,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
807,1,Are Democratic Voters About to Make the Same Mistake Again with Hillary Clinton?  @alternet https://t.co/UXO6KzJxsu
808,3,He's right again!&gt;  Donald Trump says Hillary “Killed Hundreds of Thousands… w/her Stupidity”!  https://t.co/qkc4dqlQt1 @GeorgeWill
809,0,RT @gerfingerpoken2: (IBD) Hillary Clinton's Culture Of Corruption May Doom Candidacy https://t.co/wdbMiUYYRf - #IBDeditorials - https://t.…
810,-2,Obama administration denied me advancement on corrupt grounds. Hillary Clinton was part of that.
811,0,"Exposed: Hillary Clinton's Sex Scandals
 https://t.co/4ThGWe3jaf via @YouTube"
812,0,"Exposed: Hillary Clinton's Sex Scandals
 https://t.co/4ThGWe3jaf via @YouTube"
813,-2,"RT @hautedamn: Hillary Clinton just showed everyone she has NO IDEA what jihad means.

Maybe because it's not a Spanish word? https://t.co/…"
814,-1,RT @ldbrillante: Wall St Interests Are Not Only Hillary Clinton's Top Donors; They RUN Her Entire campaign  https://t.co/VaPoJDnRCr https:/…
815,1,RT @WashTimes: #HillaryClinton misled Congress on #BoweBergdahl swap: https://t.co/Lq8kL5xlPb
816,1,RT @WashTimes: #HillaryClinton misled Congress on #BoweBergdahl swap: https://t.co/Lq8kL5xlPb
817,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
818,1,Are Democratic Voters About to Make the Same Mistake Again with Hillary Clinton?  @alternet https://t.co/UXO6KzJxsu
819,2,@TheBatriarchy @jimgeraghty Hillary Clinton helped create ISIS so you must be referring to headphones as the winner.
820,0,Hillary vs. Bernie: Their money...and yours #Bernie2016 https://t.co/ydwFgsP1ld https://t.co/vDsN23u9yJ
821,2,I liked a @YouTube video from @fowlershow https://t.co/YuhUMvzbA6 Hillary Clinton Proposes $250 Billion Infrastructure Plan
822,2,I liked a @YouTube video from @fowlershow https://t.co/YuhUMvzbA6 Hillary Clinton Proposes $250 Billion Infrastructure Plan
823,0,"Exposed: Hillary Clinton's Sex Scandals
 https://t.co/4ThGWe3jaf via @YouTube"
824,1,"RT @itsnateglovy: Ted Cruz: ""Who has the experience, vision, and judgement needed to serve as Commander-in-Chief?""

The Nation: Hillary Cli…"
825,-1,RT @ldbrillante: Wall St Interests Are Not Only Hillary Clinton's Top Donors; They RUN Her Entire campaign  https://t.co/VaPoJDnRCr https:/…
826,-1,RT @ldbrillante: Wall St Interests Are Not Only Hillary Clinton's Top Donors; They RUN Her Entire campaign  https://t.co/VaPoJDnRCr https:/…
827,1,RT @WashTimes: #HillaryClinton misled Congress on #BoweBergdahl swap: https://t.co/Lq8kL5xlPb
828,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
829,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
830,-2,"HILLARY Clinton ""Took Me Through Hell"" Says 12yr. Old RAPE Victim! https://t.co/R0ihecdAYq via @YouTube"
831,-2,Obama administration denied me advancement on corrupt grounds. Hillary Clinton was part of that.
832,-2,Obama administration denied me advancement on corrupt grounds. Hillary Clinton was part of that.
833,2,I liked a @YouTube video from @fowlershow https://t.co/YuhUMvzbA6 Hillary Clinton Proposes $250 Billion Infrastructure Plan
834,0,Hillary Clinton tones down her approach to the leading G.O.P. contender as her party is forced to consider the roots of his appeal to many.
835,1,"RT @itsnateglovy: Ted Cruz: ""Who has the experience, vision, and judgement needed to serve as Commander-in-Chief?""

The Nation: Hillary Cli…"
836,1,"RT @itsnateglovy: Ted Cruz: ""Who has the experience, vision, and judgement needed to serve as Commander-in-Chief?""

The Nation: Hillary Cli…"
837,-1,RT @ldbrillante: Wall St Interests Are Not Only Hillary Clinton's Top Donors; They RUN Her Entire campaign  https://t.co/VaPoJDnRCr https:/…
838,1,RT @WashTimes: #HillaryClinton misled Congress on #BoweBergdahl swap: https://t.co/Lq8kL5xlPb
839,0,RT @Sarah__Reynolds: Hillary Clinton Is Whitewashing the Financial Catastrophe https://t.co/Cb441PCeqy Anything to deflect from Bill's #Gla…
840,1,"Hillary Clinton details plan to defeat Islamic State overseas, in U.S. and on Internet - VIDEO -... https://t.co/havIAPGGFF"
841,0,Hillary vs. Bernie: Their money...and yours #Bernie2016 https://t.co/ydwFgsP1ld https://t.co/vDsN23u9yJ
842,0,Hillary vs. Bernie: Their money...and yours #Bernie2016 https://t.co/ydwFgsP1ld https://t.co/vDsN23u9yJ
843,-2,Obama administration denied me advancement on corrupt grounds. Hillary Clinton was part of that.
844,0,Bernie Sanders Will Win The Election? WIU Poll’s 2016 Predictions - Inquisitr News https://t.co/3DJzoeGmG9
845,0,Hillary Clinton tones down her approach to the leading G.O.P. contender as her party is forced to consider the roots of his appeal to many.
846,0,Hillary Clinton tones down her approach to the leading G.O.P. contender as her party is forced to consider the roots of his appeal to many.
847,1,"RT @itsnateglovy: Ted Cruz: ""Who has the experience, vision, and judgement needed to serve as Commander-in-Chief?""

The Nation: Hillary Cli…"
848,-1,RT @ldbrillante: Wall St Interests Are Not Only Hillary Clinton's Top Donors; They RUN Her Entire campaign  https://t.co/VaPoJDnRCr https:/…
849,3,He's right again!&gt;  Donald Trump says Hillary “Killed Hundreds of Thousands… w/her Stupidity”!  https://t.co/qkc4dqlQt1 @GeorgeWill
850,0,RT @LanceAttanasio: Even the NY POST Editorial Board Excoriates Hillary Clinton Over Her 'Most Repugnant L... https://t.co/EHaGS5JztE via @…
851,-2,"HILLARY Clinton ""Took Me Through Hell"" Says 12yr. Old RAPE Victim! https://t.co/R0ihecdAYq via @YouTube"
852,-2,"HILLARY Clinton ""Took Me Through Hell"" Says 12yr. Old RAPE Victim! https://t.co/R0ihecdAYq via @YouTube"
853,0,Hillary vs. Bernie: Their money...and yours #Bernie2016 https://t.co/ydwFgsP1ld https://t.co/vDsN23u9yJ
854,1,@Salon @AmandaMarcotte It definitely wasn't Hillary Clinton whose policies helped create ISIS.
855,0,Bernie Sanders Will Win The Election? WIU Poll’s 2016 Predictions - Inquisitr News https://t.co/3DJzoeGmG9
856,0,Bernie Sanders Will Win The Election? WIU Poll’s 2016 Predictions - Inquisitr News https://t.co/3DJzoeGmG9
857,0,Hillary Clinton tones down her approach to the leading G.O.P. contender as her party is forced to consider the roots of his appeal to many.
858,1,"RT @itsnateglovy: Ted Cruz: ""Who has the experience, vision, and judgement needed to serve as Commander-in-Chief?""

The Nation: Hillary Cli…"
859,1,Are Democratic Voters About to Make the Same Mistake Again with Hillary Clinton?  @alternet https://t.co/UXO6KzJxsu
860,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
861,1,"Hillary Clinton details plan to defeat Islamic State overseas, in U.S. and on Internet - VIDEO -... https://t.co/havIAPGGFF"
862,1,"Hillary Clinton details plan to defeat Islamic State overseas, in U.S. and on Internet - VIDEO -... https://t.co/havIAPGGFF"
863,-2,"HILLARY Clinton ""Took Me Through Hell"" Says 12yr. Old RAPE Victim! https://t.co/R0ihecdAYq via @YouTube"
864,-1,"Hillary Clinton Asks Tech Companies to Help Thwart ISIS Online, via @nytimes https://t.co/r89BkKl2ph"
865,1,@Salon @AmandaMarcotte It definitely wasn't Hillary Clinton whose policies helped create ISIS.
866,1,@Salon @AmandaMarcotte It definitely wasn't Hillary Clinton whose policies helped create ISIS.
867,0,Bernie Sanders Will Win The Election? WIU Poll’s 2016 Predictions - Inquisitr News https://t.co/3DJzoeGmG9
868,0,Hillary Clinton tones down her approach to the leading G.O.P. contender as her party is forced to consider the roots of his appeal to many.
869,0,RT @washingtonpost: Donald Trump’s poll dominance has nearly matched Hillary Clinton’s https://t.co/GF2y8pkeii
870,-1,Top 3 Reasons Hillary Clinton Should NEVER Become President https://t.co/PADCXWScDV via @YouTube
871,0,RT @LanceAttanasio: Even the NY POST Editorial Board Excoriates Hillary Clinton Over Her 'Most Repugnant L... https://t.co/EHaGS5JztE via @…
